"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2020-10-04,"04:20:00","X8","HRX",56
2020-10-04,"11:14:00","X8","HRN",31
2020-10-04,NA,"X8","PM",996.8
2020-10-04,"23:54:00","X8","PX",1000.7
2020-10-04,"13:12:00","X8","PN",994.8
2020-10-04,NA,"X8","PPT",0
2020-10-04,NA,"X8","RS24h",14.7
2020-10-04,NA,"X8","VVM10",2.6
2020-10-04,NA,"X8","DVM10",288
2020-10-04,"16:33:00","X8","VVX10",10.8
2020-10-04,"16:33:00","X8","DVVX10",265
2020-10-05,NA,"D5","TM",14.1
2020-10-05,"13:23:00","D5","TX",21.4
2020-10-05,"06:05:00","D5","TN",9.7
2020-10-05,NA,"D5","HRM",62
2020-10-05,"22:44:00","D5","HRX",79
2020-10-05,"13:38:00","D5","HRN",36
2020-10-05,NA,"D5","PM",966.8
2020-10-05,"21:41:00","D5","PX",971.5
2020-10-05,"00:04:00","D5","PN",962.3
2020-10-05,NA,"D5","PPT",0
2020-10-05,NA,"D5","RS24h",17.8
2020-10-05,NA,"D5","VVM10",2.2
2020-10-05,NA,"D5","DVM10",21
2020-10-05,"07:09:00","D5","VVX10",8.4
2020-10-05,"07:09:00","D5","DVVX10",343
2020-10-05,NA,"X2","TM",16.7
2020-10-05,"12:39:00","X2","TX",22
2020-10-05,"06:17:00","X2","TN",12.6
2020-10-05,NA,"X2","HRM",58
2020-10-05,"23:50:00","X2","HRX",80
2020-10-05,"12:01:00","X2","HRN",35
2020-10-05,NA,"X4","TM",17.5
2020-10-05,"12:43:00","X4","TX",23.2
2020-10-05,"06:02:00","X4","TN",13.8
2020-10-05,NA,"X4","HRM",51
2020-10-05,"23:59:00","X4","HRX",67
2020-10-05,"12:45:00","X4","HRN",30
2020-10-05,NA,"X4","PM",1010.7
2020-10-05,"23:30:00","X4","PX",1015.4
2020-10-05,"00:03:00","X4","PN",1006.1
2020-10-05,NA,"X4","PPT",0
2020-10-05,NA,"X4","RS24h",18.2
2020-10-05,NA,"X4","VVM10",1.8
2020-10-05,NA,"X4","DVM10",2
2020-10-05,"13:26:00","X4","VVX10",9.4
2020-10-05,"13:26:00","X4","DVVX10",85
2020-10-05,NA,"X8","TM",16.2
2020-10-05,"13:53:00","X8","TX",23.5
2020-10-05,"05:00:00","X8","TN",9.9
2020-10-05,NA,"X8","HRM",57
2020-10-05,"23:35:00","X8","HRX",86
2020-10-05,"13:54:00","X8","HRN",31
2020-10-05,NA,"X8","PM",1005.2
2020-10-05,"21:43:00","X8","PX",1009.9
2020-10-05,"00:00:00","X8","PN",1000.5
2020-10-05,NA,"X8","PPT",0
2020-10-05,NA,"X8","RS24h",17.9
2020-10-05,NA,"X8","VVM10",1.9
2020-10-05,NA,"X8","DVM10",330
2020-10-05,"08:16:00","X8","VVX10",7.8
2020-10-05,"08:16:00","X8","DVVX10",323
2020-10-06,NA,"D5","TM",18
2020-10-06,"14:03:00","D5","TX",25.5
2020-10-06,"04:00:00","D5","TN",12.6
2020-10-06,NA,"D5","HRM",54
2020-10-06,"03:02:00","D5","HRX",71
2020-10-06,"12:11:00","D5","HRN",37
2020-10-06,NA,"D5","PM",970.8
2020-10-06,"10:17:00","D5","PX",972.2
2020-10-06,"13:08:00","D5","PN",969.4
2020-10-06,NA,"D5","PPT",0
2020-10-06,NA,"D5","RS24h",16.7
2020-10-06,NA,"D5","VVM10",3.4
2020-10-06,NA,"D5","DVM10",257
2020-10-06,"13:15:00","D5","VVX10",11.8
2020-10-06,"13:15:00","D5","DVVX10",258
2020-10-06,NA,"X2","TM",19.1
2020-10-06,"12:58:00","X2","TX",25.2
2020-10-06,"06:23:00","X2","TN",13
2020-10-06,NA,"X2","HRM",61
2020-10-06,"02:52:00","X2","HRX",86
2020-10-06,"12:00:00","X2","HRN",36
2020-10-06,NA,"X4","TM",20.1
2020-10-06,"12:57:00","X4","TX",25.1
2020-10-06,"04:55:00","X4","TN",15.3
2020-10-06,NA,"X4","HRM",52
2020-10-06,"01:01:00","X4","HRX",69
2020-10-06,"11:50:00","X4","HRN",34
2020-10-06,NA,"X4","PM",1014.3
2020-10-06,"09:00:00","X4","PX",1015.9
2020-10-06,"15:27:00","X4","PN",1012.7
2020-10-06,NA,"X4","PPT",0
2020-10-06,NA,"X4","RS24h",16.7
2020-10-06,NA,"X4","VVM10",2.1
2020-10-06,NA,"X4","DVM10",261
2020-10-06,"14:25:00","X4","VVX10",10.3
2020-10-06,"14:25:00","X4","DVVX10",257
2020-10-06,NA,"X8","TM",19.2
2020-10-06,"13:24:00","X8","TX",25.4
2020-10-06,"02:06:00","X8","TN",12.2
2020-10-06,NA,"X8","HRM",56
2020-10-06,"01:11:00","X8","HRX",88
2020-10-06,"11:05:00","X8","HRN",34
2020-10-06,NA,"X8","PM",1008.9
2020-10-06,"09:34:00","X8","PX",1010.4
2020-10-06,"23:55:00","X8","PN",1007.4
2020-10-06,NA,"X8","PPT",0
2020-10-06,NA,"X8","RS24h",16.7
2020-10-06,NA,"X8","VVM10",2
2020-10-06,NA,"X8","DVM10",261
2020-10-06,"23:36:00","X8","VVX10",12.2
2020-10-06,"23:36:00","X8","DVVX10",303
2020-10-07,NA,"D5","TM",18.2
2020-10-07,"10:17:00","D5","TX",21.4
2020-10-07,"22:06:00","D5","TN",16.4
2020-10-07,NA,"D5","HRM",74
2020-10-07,"18:00:00","D5","HRX",87
2020-10-07,"09:12:00","D5","HRN",55
2020-10-07,NA,"D5","PM",972.8
2020-10-07,"22:31:00","D5","PX",976.6
2020-10-07,"03:10:00","D5","PN",968.8
2020-10-07,NA,"D5","PPT",0
2020-10-07,NA,"D5","RS24h",7
2020-10-07,NA,"D5","VVM10",2.8
2020-10-07,NA,"D5","DVM10",199
2020-10-07,"00:24:00","D5","VVX10",11.9
2020-10-07,"00:24:00","D5","DVVX10",273
2020-10-07,NA,"X2","TM",20.6
2020-10-07,"09:02:00","X2","TX",23.4
2020-10-07,"00:40:00","X2","TN",18.5
2020-10-07,NA,"X2","HRM",70
2020-10-07,"22:15:00","X2","HRX",82
2020-10-07,"09:14:00","X2","HRN",50
2020-10-07,NA,"X4","TM",21.3
2020-10-07,"08:50:00","X4","TX",23.5
2020-10-07,"23:59:00","X4","TN",20.3
2020-10-07,NA,"X4","HRM",63
2020-10-07,"12:00:00","X4","HRX",75
2020-10-07,"08:52:00","X4","HRN",46
2020-10-07,NA,"X4","PM",1016.3
2020-10-07,"23:09:00","X4","PX",1020.3
2020-10-07,"03:16:00","X4","PN",1012.3
2020-10-07,NA,"X4","PPT",0
2020-10-07,NA,"X4","RS24h",9.5
2020-10-07,NA,"X4","VVM10",1.8
2020-10-07,NA,"X4","DVM10",184
2020-10-07,"02:58:00","X4","VVX10",9.2
2020-10-07,"02:58:00","X4","DVVX10",278
2020-10-07,NA,"X8","TM",20.8
2020-10-07,"09:22:00","X8","TX",23.8
2020-10-07,"22:08:00","X8","TN",17.9
2020-10-07,NA,"X8","HRM",67
2020-10-07,"22:08:00","X8","HRX",86
2020-10-07,"09:04:00","X8","HRN",47
2020-10-07,NA,"X8","PM",1010.9
2020-10-07,"23:04:00","X8","PX",1014.8
2020-10-07,"03:12:00","X8","PN",1006.8
2020-10-07,NA,"X8","PPT",0
2020-10-07,NA,"X8","RS24h",8.8
2020-10-07,NA,"X8","VVM10",2.3
2020-10-07,NA,"X8","DVM10",214
2020-10-07,"03:45:00","X8","VVX10",11.7
2020-10-07,"03:45:00","X8","DVVX10",294
2020-10-08,NA,"D5","TM",17.8
2020-10-08,"14:39:00","D5","TX",23.5
2020-10-08,"08:17:00","D5","TN",16.1
2020-10-08,NA,"D5","HRM",87
2020-10-08,"10:00:00","D5","HRX",96
2020-10-08,"14:39:00","D5","HRN",67
2020-10-08,NA,"D5","PM",975.8
2020-10-08,"09:30:00","D5","PX",977.4
2020-10-08,"23:59:00","D5","PN",974.4
2020-10-08,NA,"D5","PPT",0.1
2020-10-08,NA,"D5","RS24h",8.6
2020-10-08,NA,"D5","VVM10",3.9
2020-10-08,NA,"D5","DVM10",245
2020-10-08,"21:27:00","D5","VVX10",8.8
2020-10-08,"21:27:00","D5","DVVX10",273
2020-10-08,NA,"X2","TM",20.2
2020-10-08,"14:33:00","X2","TX",24.3
2020-10-08,"08:12:00","X2","TN",17.7
2020-10-08,NA,"X2","HRM",85
2020-10-08,"10:40:00","X2","HRX",98
2020-10-08,"14:41:00","X2","HRN",67
2020-10-08,NA,"X4","TM",20.5
2020-10-08,"14:14:00","X4","TX",23.8
2020-10-08,"09:56:00","X4","TN",18.6
2020-10-08,NA,"X4","HRM",80
2020-10-08,"09:54:00","X4","HRX",99
2020-10-08,"14:30:00","X4","HRN",66
2020-10-08,NA,"X4","PM",1019.5
2020-10-08,"09:52:00","X4","PX",1021.4
2020-10-08,"15:04:00","X4","PN",1017.8
2020-10-08,NA,"X4","PPT",0.8
2020-10-08,NA,"X4","RS24h",9.6
2020-10-08,NA,"X4","VVM10",1.9
2020-10-08,NA,"X4","DVM10",247
2020-10-08,"17:23:00","X4","VVX10",8.5
2020-10-08,"17:23:00","X4","DVVX10",258
2020-10-08,NA,"X8","TM",19.6
2020-10-08,"13:07:00","X8","TX",23.6
2020-10-08,"23:34:00","X8","TN",17
2020-10-08,NA,"X8","HRM",89
2020-10-08,"22:00:00","X8","HRX",100
2020-10-08,"12:53:00","X8","HRN",67
2020-10-08,NA,"X8","PM",1014.1
2020-10-08,"09:30:00","X8","PX",1015.9
2020-10-08,"23:54:00","X8","PN",1012.6
2020-10-08,NA,"X8","PPT",0.9
2020-10-08,NA,"X8","RS24h",8.3
2020-10-08,NA,"X8","VVM10",1.5
2020-10-08,NA,"X8","DVM10",247
2020-10-08,"15:09:00","X8","VVX10",8.1
2020-10-08,"15:09:00","X8","DVVX10",211
2020-10-09,NA,"D5","TM",18.7
2020-10-09,"12:47:00","D5","TX",24.3
2020-10-09,"04:01:00","D5","TN",16.2
2020-10-09,NA,"D5","HRM",87
2020-10-09,"22:00:00","D5","HRX",97
2020-10-09,"12:47:00","D5","HRN",69
2020-10-09,NA,"D5","PM",974.3
2020-10-09,"09:38:00","D5","PX",975.3
2020-10-09,"05:18:00","D5","PN",973.4
2020-10-09,NA,"D5","PPT",0
2020-10-09,NA,"D5","RS24h",11.6
2020-10-09,NA,"D5","VVM10",3.8
2020-10-09,NA,"D5","DVM10",253
2020-10-09,"15:10:00","D5","VVX10",8
2020-10-09,"15:10:00","D5","DVVX10",222
2020-10-09,NA,"X2","TM",20.1
2020-10-09,"14:22:00","X2","TX",24.5
2020-10-09,"05:40:00","X2","TN",16.7
2020-10-09,NA,"X2","HRM",87
2020-10-09,"07:30:00","X2","HRX",98
2020-10-09,"13:59:00","X2","HRN",70
2020-10-09,NA,"X4","TM",21
2020-10-09,"13:30:00","X4","TX",24.8
2020-10-09,"06:14:00","X4","TN",18.4
2020-10-09,NA,"X4","HRM",80
2020-10-09,"23:52:00","X4","HRX",96
2020-10-09,"13:31:00","X4","HRN",64
2020-10-09,NA,"X4","PM",1017.8
2020-10-09,"09:37:00","X4","PX",1018.7
2020-10-09,"14:24:00","X4","PN",1016.7
2020-10-09,NA,"X4","PPT",0
2020-10-09,NA,"X4","RS24h",14.7
2020-10-09,NA,"X4","VVM10",1.4
2020-10-09,NA,"X4","DVM10",215
2020-10-09,"15:45:00","X4","VVX10",8
2020-10-09,"15:45:00","X4","DVVX10",225
2020-10-09,NA,"X8","TM",20
2020-10-09,"13:34:00","X8","TX",24.8
2020-10-09,"05:38:00","X8","TN",16.3
2020-10-09,NA,"X8","HRM",89
2020-10-09,"21:30:00","X8","HRX",100
2020-10-09,"10:27:00","X8","HRN",67
2020-10-09,NA,"X8","PM",1012.4
2020-10-09,"09:36:00","X8","PX",1013.3
2020-10-09,"15:01:00","X8","PN",1011.6
2020-10-09,NA,"X8","PPT",0.1
2020-10-09,NA,"X8","RS24h",13.2
2020-10-09,NA,"X8","VVM10",1.6
2020-10-09,NA,"X8","DVM10",241
2020-10-09,"15:09:00","X8","VVX10",8
2020-10-09,"15:09:00","X8","DVVX10",210
2020-10-10,NA,"D5","TM",15.8
2020-10-10,"09:02:00","D5","TX",18.9
2020-10-10,"22:50:00","D5","TN",11.2
2020-10-10,NA,"D5","HRM",96
2020-10-10,"23:44:00","D5","HRX",98
2020-10-10,"09:00:00","D5","HRN",89
2020-10-10,NA,"D5","PM",973.9
2020-10-10,"11:39:00","D5","PX",975
2020-10-10,"19:46:00","D5","PN",972.4
2020-10-10,NA,"D5","PPT",16.4
2020-10-10,NA,"D5","RS24h",2
2020-10-10,NA,"D5","VVM10",2.1
2020-10-10,NA,"D5","DVM10",167
2020-10-10,"19:56:00","D5","VVX10",10.1
2020-10-10,"19:56:00","D5","DVVX10",71
2020-10-10,NA,"X2","TM",17.7
2020-10-10,"10:21:00","X2","TX",21
2020-10-10,"22:00:00","X2","TN",13.3
2020-10-10,NA,"X2","HRM",96
2020-10-10,"15:52:00","X2","HRX",100
2020-10-10,"10:26:00","X2","HRN",84
2020-10-10,NA,"X4","TM",18.1
2020-10-10,"10:04:00","X4","TX",21.5
2020-10-10,"21:41:00","X4","TN",13.2
2020-10-10,NA,"X4","HRM",96
2020-10-10,"22:30:00","X4","HRX",100
2020-10-10,"19:00:00","X4","HRN",86
2020-10-10,NA,"X4","PM",1017.8
2020-10-10,"11:34:00","X4","PX",1018.7
2020-10-10,"19:33:00","X4","PN",1016.2
2020-10-10,NA,"X4","PPT",58.2
2020-10-10,NA,"X4","RS24h",3.8
2020-10-10,NA,"X4","VVM10",1.7
2020-10-10,NA,"X4","DVM10",109
2020-10-10,"19:27:00","X4","VVX10",11.9
2020-10-10,"19:27:00","X4","DVVX10",134
2020-10-10,NA,"X8","TM",17.7
2020-10-10,"09:46:00","X8","TX",22.7
2020-10-10,"21:45:00","X8","TN",13.1
2020-10-10,NA,"X8","HRM",97
2020-10-10,"23:30:00","X8","HRX",100
2020-10-10,"09:47:00","X8","HRN",76
2020-10-10,NA,"X8","PM",1012.3
2020-10-10,"11:36:00","X8","PX",1013.3
2020-10-10,"19:40:00","X8","PN",1010.9
2020-10-10,NA,"X8","PPT",24.5
2020-10-10,NA,"X8","RS24h",3.3
2020-10-10,NA,"X8","VVM10",1.4
2020-10-10,NA,"X8","DVM10",78
2020-10-10,"19:40:00","X8","VVX10",10
2020-10-10,"19:40:00","X8","DVVX10",88
2020-10-11,NA,"D5","TM",13.3
2020-10-11,"13:34:00","D5","TX",19.5
2020-10-11,"07:00:00","D5","TN",9.6
2020-10-11,NA,"D5","HRM",71
2020-10-11,"03:02:00","D5","HRX",98
2020-10-11,"15:02:00","D5","HRN",39
2020-10-11,NA,"D5","PM",971.3
2020-10-11,"00:00:00","D5","PX",973.4
2020-10-11,"15:17:00","D5","PN",969.7
2020-10-11,NA,"D5","PPT",0
2020-10-11,NA,"D5","RS24h",17.1
2020-10-11,NA,"D5","VVM10",3.9
2020-10-11,NA,"D5","DVM10",314
2020-10-11,"08:02:00","D5","VVX10",12.4
2020-10-11,"08:02:00","D5","DVVX10",328
2020-10-11,NA,"X2","TM",15.8
2020-10-11,"13:59:00","X2","TX",20
2020-10-11,"05:13:00","X2","TN",12.6
2020-10-11,NA,"X2","HRM",71
2020-10-11,"03:00:00","X2","HRX",99
2020-10-11,"10:10:00","X2","HRN",46
2020-10-11,NA,"X4","TM",16.6
2020-10-11,"14:07:00","X4","TX",19.6
2020-10-11,"06:45:00","X4","TN",13.6
2020-10-11,NA,"X4","HRM",61
2020-10-11,"02:30:00","X4","HRX",95
2020-10-11,"11:19:00","X4","HRN",39
2020-10-11,NA,"X4","PM",1015.6
2020-10-11,"00:00:00","X4","PX",1018.2
2020-10-11,"15:12:00","X4","PN",1013.5
2020-10-11,NA,"X4","PPT",0.1
2020-10-11,NA,"X4","RS24h",17
2020-10-11,NA,"X4","VVM10",1.8
2020-10-11,NA,"X4","DVM10",0
2020-10-11,"07:06:00","X4","VVX10",8
2020-10-11,"07:06:00","X4","DVVX10",297
2020-10-11,NA,"X8","TM",15.8
2020-10-11,"12:08:00","X8","TX",21.1
2020-10-11,"06:08:00","X8","TN",12.4
2020-10-11,NA,"X8","HRM",65
2020-10-11,"03:30:00","X8","HRX",100
2020-10-11,"11:52:00","X8","HRN",33
2020-10-11,NA,"X8","PM",1010
2020-10-11,"00:00:00","X8","PX",1012.4
2020-10-11,"15:05:00","X8","PN",1008.1
2020-10-11,NA,"X8","PPT",0.2
2020-10-11,NA,"X8","RS24h",16.8
2020-10-11,NA,"X8","VVM10",2.2
2020-10-11,NA,"X8","DVM10",328
2020-10-11,"06:34:00","X8","VVX10",8.6
2020-10-11,"06:34:00","X8","DVVX10",309
2020-10-12,NA,"D5","TM",14.4
2020-10-12,"14:00:00","D5","TX",21.4
2020-10-12,"05:17:00","D5","TN",10.1
2020-10-12,NA,"D5","HRM",45
2020-10-12,"20:15:00","D5","HRX",72
2020-10-12,"14:29:00","D5","HRN",19
2020-10-12,NA,"D5","PM",969.8
2020-10-12,"08:50:00","D5","PX",971.4
2020-10-12,"23:34:00","D5","PN",967.8
2020-10-12,NA,"D5","PPT",0
2020-10-12,NA,"D5","RS24h",17.3
2020-10-12,NA,"D5","VVM10",5.8
2020-10-12,NA,"D5","DVM10",338
2020-10-12,"08:27:00","D5","VVX10",12.8
2020-10-12,"08:27:00","D5","DVVX10",342
2020-10-12,NA,"X2","TM",17.4
2020-10-12,"14:10:00","X2","TX",23.7
2020-10-12,"06:23:00","X2","TN",12.4
2020-10-12,NA,"X2","HRM",45
2020-10-12,"00:00:00","X2","HRX",71
2020-10-12,"13:19:00","X2","HRN",18
2020-10-12,NA,"X4","TM",18.1
2020-10-12,"15:36:00","X4","TX",24
2020-10-12,"03:50:00","X4","TN",13
2020-10-12,NA,"X4","HRM",37
2020-10-12,"20:53:00","X4","HRX",58
2020-10-12,"15:33:00","X4","HRN",15
2020-10-12,NA,"X4","PM",1013.6
2020-10-12,"09:00:00","X4","PX",1015.2
2020-10-12,"23:50:00","X4","PN",1011.5
2020-10-12,NA,"X4","PPT",0
2020-10-12,NA,"X4","RS24h",17.4
2020-10-12,NA,"X4","VVM10",2.5
2020-10-12,NA,"X4","DVM10",327
2020-10-12,"10:43:00","X4","VVX10",10.4
2020-10-12,"10:43:00","X4","DVVX10",340
2020-10-12,NA,"X8","TM",17.1
2020-10-12,"14:30:00","X8","TX",24
2020-10-12,"03:53:00","X8","TN",11.3
2020-10-12,NA,"X8","HRM",40
2020-10-12,"20:05:00","X8","HRX",62
2020-10-12,"14:01:00","X8","HRN",16
2020-10-12,NA,"X8","PM",1008.2
2020-10-12,"08:30:00","X8","PX",1009.8
2020-10-12,"23:34:00","X8","PN",1006.2
2020-10-12,NA,"X8","PPT",0
2020-10-12,NA,"X8","RS24h",17.2
2020-10-12,NA,"X8","VVM10",3.4
2020-10-12,NA,"X8","DVM10",321
2020-10-12,"08:25:00","X8","VVX10",11.5
2020-10-12,"08:25:00","X8","DVVX10",302
2020-10-13,NA,"D5","TM",14.3
2020-10-13,"13:11:00","D5","TX",18.5
2020-10-13,"05:34:00","D5","TN",10.8
2020-10-13,NA,"D5","HRM",59
2020-10-13,"20:14:00","D5","HRX",73
2020-10-13,"10:09:00","D5","HRN",43
2020-10-13,NA,"D5","PM",964.8
2020-10-13,"00:08:00","D5","PX",968.2
2020-10-13,"23:38:00","D5","PN",962.4
2020-10-13,NA,"D5","PPT",0
2020-10-13,NA,"D5","RS24h",13.9
2020-10-13,NA,"D5","VVM10",3.9
2020-10-13,NA,"D5","DVM10",14
2020-10-13,"06:50:00","D5","VVX10",9.3
2020-10-13,"06:50:00","D5","DVVX10",334
2020-10-13,NA,"X2","TM",16.6
2020-10-13,"12:37:00","X2","TX",20.6
2020-10-13,"06:32:00","X2","TN",13.1
2020-10-13,NA,"X2","HRM",60
2020-10-13,"22:39:00","X2","HRX",81
2020-10-13,"09:16:00","X2","HRN",42
2020-10-13,NA,"X4","TM",17.6
2020-10-13,"12:08:00","X4","TX",20.7
2020-10-13,"05:50:00","X4","TN",14.5
2020-10-13,NA,"X4","HRM",50
2020-10-13,"13:31:00","X4","HRX",63
2020-10-13,"09:30:00","X4","HRN",36
2020-10-13,NA,"X4","PM",1008.5
2020-10-13,"00:00:00","X4","PX",1012
2020-10-13,"23:43:00","X4","PN",1006.1
2020-10-13,NA,"X4","PPT",0
2020-10-13,NA,"X4","RS24h",16.6
2020-10-13,NA,"X4","VVM10",1.7
2020-10-13,NA,"X4","DVM10",11
2020-10-13,"13:27:00","X4","VVX10",7.4
2020-10-13,"13:27:00","X4","DVVX10",87
2020-10-13,NA,"X8","TM",16.5
2020-10-13,"10:02:00","X8","TX",21.4
2020-10-13,"22:11:00","X8","TN",13
2020-10-13,NA,"X8","HRM",54
2020-10-13,"21:36:00","X8","HRX",77
2020-10-13,"10:01:00","X8","HRN",32
2020-10-13,NA,"X8","PM",1003.1
2020-10-13,"00:06:00","X8","PX",1006.4
2020-10-13,"23:40:00","X8","PN",1000.6
2020-10-13,NA,"X8","PPT",0
2020-10-13,NA,"X8","RS24h",16.2
2020-10-13,NA,"X8","VVM10",2.2
2020-10-13,NA,"X8","DVM10",351
2020-10-13,"03:27:00","X8","VVX10",7.1
2020-10-13,"03:27:00","X8","DVVX10",342
2020-10-14,NA,"D5","TM",11.6
2020-10-14,"14:43:00","D5","TX",16.8
2020-10-14,"19:22:00","D5","TN",7.5
2020-10-14,NA,"D5","HRM",73
2020-10-14,"03:06:00","D5","HRX",97
2020-10-14,"14:44:00","D5","HRN",52
2020-10-14,NA,"D5","PM",961.5
2020-10-14,"23:38:00","D5","PX",963.1
2020-10-14,"16:25:00","D5","PN",959.7
2020-10-14,NA,"D5","PPT",3.9
2020-10-14,NA,"D5","RS24h",13
2020-10-14,NA,"D5","VVM10",3.7
2020-10-14,NA,"D5","DVM10",293
2020-10-14,"17:22:00","D5","VVX10",12.2
2020-10-14,"17:22:00","D5","DVVX10",22
2020-10-14,NA,"X2","TM",14.5
2020-10-14,"14:00:00","X2","TX",19.7
2020-10-14,"23:59:00","X2","TN",9.9
2020-10-14,NA,"X2","HRM",71
2020-10-14,"07:05:00","X2","HRX",99
2020-10-14,"14:06:00","X2","HRN",42
2020-10-14,NA,"X4","TM",15.3
2020-10-14,"12:26:00","X4","TX",20
2020-10-14,"18:50:00","X4","TN",12
2020-10-14,NA,"X4","HRM",62
2020-10-14,"04:05:00","X4","HRX",98
2020-10-14,"12:28:00","X4","HRN",38
2020-10-14,NA,"X4","PM",1005.5
2020-10-14,"23:43:00","X4","PX",1007.6
2020-10-14,"14:12:00","X4","PN",1003.4
2020-10-14,NA,"X4","PPT",4.8
2020-10-14,NA,"X4","RS24h",14.7
2020-10-14,NA,"X4","VVM10",2
2020-10-14,NA,"X4","DVM10",335
2020-10-14,"17:29:00","X4","VVX10",9
2020-10-14,"17:29:00","X4","DVVX10",23
2020-10-14,NA,"X8","TM",14.2
2020-10-14,"13:26:00","X8","TX",19.1
2020-10-14,"22:15:00","X8","TN",8.8
2020-10-14,NA,"X8","HRM",69
2020-10-14,"06:30:00","X8","HRX",100
2020-10-14,"13:30:00","X8","HRN",42
2020-10-14,NA,"X8","PM",1000
2020-10-14,"23:59:00","X8","PX",1002
2020-10-14,"16:33:00","X8","PN",998
2020-10-14,NA,"X8","PPT",3.1
2020-10-14,NA,"X8","RS24h",13.5
2020-10-14,NA,"X8","VVM10",2.1
2020-10-14,NA,"X8","DVM10",311
2020-10-14,"17:30:00","X8","VVX10",9.5
2020-10-14,"17:30:00","X8","DVVX10",67
2020-10-15,NA,"D5","TM",10.9
2020-10-15,"13:36:00","D5","TX",18.2
2020-10-15,"04:08:00","D5","TN",6.9
2020-10-15,NA,"D5","HRM",62
2020-10-15,"01:51:00","D5","HRX",74
2020-10-15,"13:36:00","D5","HRN",35
2020-10-15,NA,"D5","PM",964.5
2020-10-15,"23:54:00","D5","PX",967.3
2020-10-15,"02:52:00","D5","PN",962.2
2020-10-15,NA,"D5","PPT",0
2020-10-15,NA,"D5","RS24h",14.3
2020-10-15,NA,"D5","VVM10",5.6
2020-10-15,NA,"D5","DVM10",313
2020-10-15,"03:39:00","D5","VVX10",14.8
2020-10-15,"03:39:00","D5","DVVX10",322
2020-10-15,NA,"X2","TM",13.7
2020-10-15,"12:07:00","X2","TX",18.7
2020-10-15,"06:09:00","X2","TN",9.2
2020-10-15,NA,"X2","HRM",57
2020-10-15,"00:02:00","X2","HRX",79
2020-10-15,"12:08:00","X2","HRN",38
2020-10-15,NA,"X4","TM",14.4
2020-10-15,"13:22:00","X4","TX",19.6
2020-10-15,"06:04:00","X4","TN",10.5
2020-10-15,NA,"X4","HRM",51
2020-10-15,"23:54:00","X4","HRX",63
2020-10-15,"13:22:00","X4","HRN",32
2020-10-15,NA,"X4","PM",1008.8
2020-10-15,"23:56:00","X4","PX",1011.5
2020-10-15,"02:53:00","X4","PN",1007.1
2020-10-15,NA,"X4","PPT",0
2020-10-15,NA,"X4","RS24h",15
2020-10-15,NA,"X4","VVM10",1.9
2020-10-15,NA,"X4","DVM10",336
2020-10-15,"16:32:00","X4","VVX10",8.5
2020-10-15,"16:32:00","X4","DVVX10",40
2020-10-15,NA,"X8","TM",13.5
2020-10-15,"13:03:00","X8","TX",19.7
2020-10-15,"05:05:00","X8","TN",9.6
2020-10-15,NA,"X8","HRM",55
2020-10-15,"21:48:00","X8","HRX",76
2020-10-15,"13:04:00","X8","HRN",33
2020-10-15,NA,"X8","PM",1003.2
2020-10-15,"23:47:00","X8","PX",1005.9
2020-10-15,"02:52:00","X8","PN",1001.1
2020-10-15,NA,"X8","PPT",0
2020-10-15,NA,"X8","RS24h",16.1
2020-10-15,NA,"X8","VVM10",2.8
2020-10-15,NA,"X8","DVM10",311
2020-10-15,"03:56:00","X8","VVX10",13.6
2020-10-15,"03:56:00","X8","DVVX10",320
2020-10-16,NA,"D5","TM",11.6
2020-10-16,"13:44:00","D5","TX",18.1
2020-10-16,"06:18:00","D5","TN",6
2020-10-16,NA,"D5","HRM",51
2020-10-16,"06:30:00","D5","HRX",69
2020-10-16,"12:16:00","D5","HRN",28
2020-10-16,NA,"D5","PM",968.3
2020-10-16,"21:36:00","D5","PX",969.8
2020-10-16,"03:00:00","D5","PN",967
2020-10-16,NA,"D5","PPT",0
2020-10-16,NA,"D5","RS24h",16.3
2020-10-16,NA,"D5","VVM10",5.5
2020-10-16,NA,"D5","DVM10",292
2020-10-16,"04:55:00","D5","VVX10",12.3
2020-10-16,"04:55:00","D5","DVVX10",336
2020-10-16,NA,"X2","TM",13.6
2020-10-16,"13:59:00","X2","TX",18.2
2020-10-16,"06:07:00","X2","TN",10
2020-10-16,NA,"X2","HRM",55
2020-10-16,"01:32:00","X2","HRX",75
2020-10-16,"11:18:00","X2","HRN",38
2020-10-16,NA,"X4","TM",14.8
2020-10-16,"13:07:00","X4","TX",19.6
2020-10-16,"06:05:00","X4","TN",10.6
2020-10-16,NA,"X4","HRM",44
2020-10-16,"00:00:00","X4","HRX",61
2020-10-16,"13:02:00","X4","HRN",28
2020-10-16,NA,"X4","PM",1012.7
2020-10-16,"22:00:00","X4","PX",1014.2
2020-10-16,"00:16:00","X4","PN",1011.4
2020-10-16,NA,"X4","PPT",0
2020-10-16,NA,"X4","RS24h",16.2
2020-10-16,NA,"X4","VVM10",1.6
2020-10-16,NA,"X4","DVM10",290
2020-10-16,"13:45:00","X4","VVX10",7
2020-10-16,"13:45:00","X4","DVVX10",206
2020-10-16,NA,"X8","TM",13.2
2020-10-16,"12:13:00","X8","TX",19.4
2020-10-16,"05:48:00","X8","TN",8.7
2020-10-16,NA,"X8","HRM",50
