"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2020-04-09,"14:59:00","D5","DVVX10",207
2020-04-09,NA,"X2","TM",15.2
2020-04-09,"13:34:00","X2","TX",19.1
2020-04-09,"03:15:00","X2","TN",11.8
2020-04-09,NA,"X2","HRM",79
2020-04-09,"22:06:00","X2","HRX",90
2020-04-09,"09:42:00","X2","HRN",64
2020-04-09,NA,"X4","TM",15.8
2020-04-09,"16:06:00","X4","TX",18.4
2020-04-09,"06:00:00","X4","TN",13.7
2020-04-09,NA,"X4","HRM",71
2020-04-09,"02:09:00","X4","HRX",85
2020-04-09,"17:35:00","X4","HRN",50
2020-04-09,NA,"X4","PM",1018.3
2020-04-09,"09:30:00","X4","PX",1019.6
2020-04-09,"16:25:00","X4","PN",1017
2020-04-09,NA,"X4","PPT",0
2020-04-09,NA,"X4","RS24h",23
2020-04-09,NA,"X4","VVM10",1.4
2020-04-09,NA,"X4","DVM10",174
2020-04-09,"13:08:00","X4","VVX10",6.1
2020-04-09,"13:08:00","X4","DVVX10",139
2020-04-09,NA,"X8","TM",15
2020-04-09,"11:22:00","X8","TX",19.3
2020-04-09,"23:54:00","X8","TN",11.6
2020-04-09,NA,"X8","HRM",72
2020-04-09,"04:03:00","X8","HRX",95
2020-04-09,"14:26:00","X8","HRN",43
2020-04-09,NA,"X8","PM",1012.9
2020-04-09,"09:35:00","X8","PX",1014.1
2020-04-09,"16:30:00","X8","PN",1011.8
2020-04-09,NA,"X8","PPT",0
2020-04-09,NA,"X8","RS24h",21.7
2020-04-09,NA,"X8","VVM10",1.4
2020-04-09,NA,"X8","DVM10",248
2020-04-09,"13:57:00","X8","VVX10",5.7
2020-04-09,"13:57:00","X8","DVVX10",170
2020-04-10,NA,"D5","TM",14.8
2020-04-10,"12:19:00","D5","TX",19.8
2020-04-10,"20:41:00","D5","TN",11.8
2020-04-10,NA,"D5","HRM",54
2020-04-10,"19:10:00","D5","HRX",89
2020-04-10,"11:02:00","D5","HRN",41
2020-04-10,NA,"D5","PM",974
2020-04-10,"10:07:00","D5","PX",975.1
2020-04-10,"03:36:00","D5","PN",973.1
2020-04-10,NA,"D5","PPT",0
2020-04-10,NA,"D5","RS24h",23.4
2020-04-10,NA,"D5","VVM10",3.6
2020-04-10,NA,"D5","DVM10",238
2020-04-10,"13:24:00","D5","VVX10",7.7
2020-04-10,"13:24:00","D5","DVVX10",200
2020-04-10,NA,"X2","TM",15.3
2020-04-10,"10:59:00","X2","TX",20.5
2020-04-10,"05:51:00","X2","TN",10.3
2020-04-10,NA,"X2","HRM",75
2020-04-10,"23:30:00","X2","HRX",96
2020-04-10,"11:00:00","X2","HRN",41
2020-04-10,NA,"X4","TM",16.3
2020-04-10,"13:14:00","X4","TX",19.6
2020-04-10,"05:32:00","X4","TN",12.6
2020-04-10,NA,"X4","HRM",65
2020-04-10,"22:09:00","X4","HRX",88
2020-04-10,"11:10:00","X4","HRN",38
2020-04-10,NA,"X4","PM",1018.2
2020-04-10,"22:00:00","X4","PX",1019.3
2020-04-10,"16:03:00","X4","PN",1017.3
2020-04-10,NA,"X4","PPT",0
2020-04-10,NA,"X4","RS24h",21.3
2020-04-10,NA,"X4","VVM10",1.4
2020-04-10,NA,"X4","DVM10",176
2020-04-10,"15:17:00","X4","VVX10",6
2020-04-10,"15:17:00","X4","DVVX10",172
2020-04-10,NA,"X8","TM",15.4
2020-04-10,"11:32:00","X8","TX",20.7
2020-04-10,"03:41:00","X8","TN",10.3
2020-04-10,NA,"X8","HRM",64
2020-04-10,"21:32:00","X8","HRX",98
2020-04-10,"10:07:00","X8","HRN",35
2020-04-10,NA,"X8","PM",1012.8
2020-04-10,"10:01:00","X8","PX",1013.8
2020-04-10,"03:00:00","X8","PN",1011.9
2020-04-10,NA,"X8","PPT",0
2020-04-10,NA,"X8","RS24h",21.7
2020-04-10,NA,"X8","VVM10",1.5
2020-04-10,NA,"X8","DVM10",244
2020-04-10,"13:00:00","X8","VVX10",6.4
2020-04-10,"13:00:00","X8","DVVX10",170
2020-04-11,NA,"D5","TM",14.3
2020-04-11,"14:23:00","D5","TX",19.4
2020-04-11,"03:55:00","D5","TN",11.8
2020-04-11,NA,"D5","HRM",59
2020-04-11,"21:33:00","D5","HRX",85
2020-04-11,"23:59:00","D5","HRN",31
2020-04-11,NA,"D5","PM",974.2
2020-04-11,"10:31:00","D5","PX",975.5
2020-04-11,"04:33:00","D5","PN",973.1
2020-04-11,NA,"D5","PPT",0
2020-04-11,NA,"D5","RS24h",20.4
2020-04-11,NA,"D5","VVM10",3.6
2020-04-11,NA,"D5","DVM10",240
2020-04-11,"12:44:00","D5","VVX10",9.2
2020-04-11,"12:44:00","D5","DVVX10",202
2020-04-11,NA,"X2","TM",15.7
2020-04-11,"13:24:00","X2","TX",21.2
2020-04-11,"06:00:00","X2","TN",10.6
2020-04-11,NA,"X2","HRM",75
2020-04-11,"00:04:00","X2","HRX",94
2020-04-11,"17:15:00","X2","HRN",52
2020-04-11,NA,"X4","TM",16.6
2020-04-11,"15:06:00","X4","TX",20.7
2020-04-11,"05:35:00","X4","TN",12.6
2020-04-11,NA,"X4","HRM",64
2020-04-11,"21:31:00","X4","HRX",85
2020-04-11,"14:33:00","X4","HRN",39
2020-04-11,NA,"X4","PM",1018.3
2020-04-11,"10:30:00","X4","PX",1019.6
2020-04-11,"15:38:00","X4","PN",1017.2
2020-04-11,NA,"X4","PPT",0
2020-04-11,NA,"X4","RS24h",21.9
2020-04-11,NA,"X4","VVM10",1.7
2020-04-11,NA,"X4","DVM10",206
2020-04-11,"12:20:00","X4","VVX10",7.1
2020-04-11,"12:20:00","X4","DVVX10",209
2020-04-11,NA,"X8","TM",15.3
2020-04-11,"13:34:00","X8","TX",20.9
2020-04-11,"04:59:00","X8","TN",10.6
2020-04-11,NA,"X8","HRM",68
2020-04-11,"21:56:00","X8","HRX",89
2020-04-11,"13:35:00","X8","HRN",40
2020-04-11,NA,"X8","PM",1013
2020-04-11,"10:30:00","X8","PX",1014.3
2020-04-11,"15:51:00","X8","PN",1012
2020-04-11,NA,"X8","PPT",0
2020-04-11,NA,"X8","RS24h",20.9
2020-04-11,NA,"X8","VVM10",1.5
2020-04-11,NA,"X8","DVM10",241
2020-04-11,"12:08:00","X8","VVX10",8.3
2020-04-11,"12:08:00","X8","DVVX10",165
2020-04-12,NA,"D5","TM",14.5
2020-04-12,"13:58:00","D5","TX",20
2020-04-12,"23:54:00","D5","TN",11.2
2020-04-12,NA,"D5","HRM",59
2020-04-12,"23:30:00","D5","HRX",93
2020-04-12,"06:22:00","D5","HRN",28
2020-04-12,NA,"D5","PM",970.4
2020-04-12,"00:00:00","D5","PX",974.2
2020-04-12,"23:57:00","D5","PN",965
2020-04-12,NA,"D5","PPT",0
2020-04-12,NA,"D5","RS24h",23.4
2020-04-12,NA,"D5","VVM10",2.3
2020-04-12,NA,"D5","DVM10",145
2020-04-12,"13:05:00","D5","VVX10",7.2
2020-04-12,"13:05:00","D5","DVVX10",164
2020-04-12,NA,"X2","TM",15.9
2020-04-12,"13:33:00","X2","TX",19.6
2020-04-12,"06:00:00","X2","TN",11.7
2020-04-12,NA,"X2","HRM",72
2020-04-12,"00:32:00","X2","HRX",85
2020-04-12,"08:47:00","X2","HRN",47
2020-04-12,NA,"X4","TM",16.3
2020-04-12,"13:15:00","X4","TX",19.5
2020-04-12,"04:48:00","X4","TN",13.7
2020-04-12,NA,"X4","HRM",66
2020-04-12,"20:57:00","X4","HRX",82
2020-04-12,"13:13:00","X4","HRN",37
2020-04-12,NA,"X4","PM",1014.5
2020-04-12,"00:00:00","X4","PX",1018.5
2020-04-12,"23:56:00","X4","PN",1009.1
2020-04-12,NA,"X4","PPT",0
2020-04-12,NA,"X4","RS24h",22.5
2020-04-12,NA,"X4","VVM10",1.8
2020-04-12,NA,"X4","DVM10",92
2020-04-12,"19:55:00","X4","VVX10",5.8
2020-04-12,"19:55:00","X4","DVVX10",74
2020-04-12,NA,"X8","TM",15.9
2020-04-12,"13:56:00","X8","TX",20.1
2020-04-12,"05:43:00","X8","TN",11.4
2020-04-12,NA,"X8","HRM",64
2020-04-12,"22:07:00","X8","HRX",87
2020-04-12,"13:00:00","X8","HRN",30
2020-04-12,NA,"X8","PM",1009
2020-04-12,"00:00:00","X8","PX",1013
2020-04-12,"23:56:00","X8","PN",1003.5
2020-04-12,NA,"X8","PPT",0
2020-04-12,NA,"X8","RS24h",22.6
2020-04-12,NA,"X8","VVM10",1.6
2020-04-12,NA,"X8","DVM10",85
2020-04-12,"15:15:00","X8","VVX10",6.6
2020-04-12,"15:15:00","X8","DVVX10",70
2020-04-13,NA,"D5","TM",11.1
2020-04-13,"13:43:00","D5","TX",12.2
2020-04-13,"23:00:00","D5","TN",10
2020-04-13,NA,"D5","HRM",95
2020-04-13,"14:00:00","D5","HRX",98
2020-04-13,"04:00:00","D5","HRN",88
2020-04-13,NA,"D5","PM",962
2020-04-13,"00:06:00","D5","PX",965.1
2020-04-13,"15:02:00","D5","PN",960.1
2020-04-13,NA,"D5","PPT",25.2
2020-04-13,NA,"D5","RS24h",2.3
2020-04-13,NA,"D5","VVM10",7
2020-04-13,NA,"D5","DVM10",58
2020-04-13,"17:18:00","D5","VVX10",14.6
2020-04-13,"17:18:00","D5","DVVX10",42
2020-04-13,NA,"X2","TM",14.2
2020-04-13,"17:18:00","X2","TX",15.5
2020-04-13,"06:30:00","X2","TN",12.7
2020-04-13,NA,"X2","HRM",85
2020-04-13,"10:00:00","X2","HRX",99
2020-04-13,"03:13:00","X2","HRN",68
2020-04-13,NA,"X4","TM",14.3
2020-04-13,"14:31:00","X4","TX",15.7
2020-04-13,"06:30:00","X4","TN",12.9
2020-04-13,NA,"X4","HRM",81
2020-04-13,"10:00:00","X4","HRX",94
2020-04-13,"03:33:00","X4","HRN",68
2020-04-13,NA,"X4","PM",1006.1
2020-04-13,"00:00:00","X4","PX",1009.2
2020-04-13,"14:00:00","X4","PN",1003.7
2020-04-13,NA,"X4","PPT",26.2
2020-04-13,NA,"X4","RS24h",1.9
2020-04-13,NA,"X4","VVM10",2.6
2020-04-13,NA,"X4","DVM10",55
2020-04-13,"10:25:00","X4","VVX10",10.1
2020-04-13,"10:25:00","X4","DVVX10",74
2020-04-13,NA,"X8","TM",13.8
2020-04-13,"14:33:00","X8","TX",15.3
2020-04-13,"21:08:00","X8","TN",12.7
2020-04-13,NA,"X8","HRM",90
2020-04-13,"09:45:00","X8","HRX",100
2020-04-13,"03:39:00","X8","HRN",76
2020-04-13,NA,"X8","PM",1000.5
2020-04-13,"00:42:00","X8","PX",1003.6
2020-04-13,"15:02:00","X8","PN",998.4
2020-04-13,NA,"X8","PPT",21.5
2020-04-13,NA,"X8","RS24h",2.5
2020-04-13,NA,"X8","VVM10",3.1
2020-04-13,NA,"X8","DVM10",54
2020-04-13,"15:08:00","X8","VVX10",11.3
2020-04-13,"15:08:00","X8","DVVX10",50
2020-04-14,NA,"D5","TM",13.5
2020-04-14,"14:16:00","D5","TX",18.4
2020-04-14,"04:00:00","D5","TN",9.9
2020-04-14,NA,"D5","HRM",77
2020-04-14,"04:00:00","D5","HRX",93
2020-04-14,"23:56:00","D5","HRN",50
2020-04-14,NA,"D5","PM",965.4
2020-04-14,"23:35:00","D5","PX",967.6
2020-04-14,"01:00:00","D5","PN",963.7
2020-04-14,NA,"D5","PPT",0
2020-04-14,NA,"D5","RS24h",24.5
2020-04-14,NA,"D5","VVM10",3.5
2020-04-14,NA,"D5","DVM10",168
2020-04-14,"00:11:00","D5","VVX10",13.4
2020-04-14,"00:11:00","D5","DVVX10",71
2020-04-14,NA,"X2","TM",15.5
2020-04-14,"13:11:00","X2","TX",19.3
2020-04-14,"23:59:00","X2","TN",12.7
2020-04-14,NA,"X2","HRM",78
2020-04-14,"23:57:00","X2","HRX",94
2020-04-14,"13:13:00","X2","HRN",62
2020-04-14,NA,"X4","TM",15.5
2020-04-14,"13:14:00","X4","TX",18.1
2020-04-14,"04:35:00","X4","TN",13.3
2020-04-14,NA,"X4","HRM",73
2020-04-14,"22:30:00","X4","HRX",88
2020-04-14,"08:48:00","X4","HRN",56
2020-04-14,NA,"X4","PM",1009.5
2020-04-14,"23:32:00","X4","PX",1011.5
2020-04-14,"02:56:00","X4","PN",1008.2
2020-04-14,NA,"X4","PPT",0.1
2020-04-14,NA,"X4","RS24h",24.3
2020-04-14,NA,"X4","VVM10",1.9
2020-04-14,NA,"X4","DVM10",115
2020-04-14,"00:35:00","X4","VVX10",7.2
2020-04-14,"00:35:00","X4","DVVX10",51
2020-04-14,NA,"X8","TM",15.1
2020-04-14,"14:25:00","X8","TX",19.1
2020-04-14,"23:30:00","X8","TN",11.6
2020-04-14,NA,"X8","HRM",78
2020-04-14,"23:21:00","X8","HRX",98
2020-04-14,"09:14:00","X8","HRN",55
2020-04-14,NA,"X8","PM",1004.1
2020-04-14,"23:58:00","X8","PX",1006.1
2020-04-14,"01:16:00","X8","PN",1002.7
2020-04-14,NA,"X8","PPT",0
2020-04-14,NA,"X8","RS24h",23.9
2020-04-14,NA,"X8","VVM10",1.7
2020-04-14,NA,"X8","DVM10",152
2020-04-14,"01:07:00","X8","VVX10",7.4
2020-04-14,"01:07:00","X8","DVVX10",76
2020-04-15,NA,"D5","TM",13.6
2020-04-15,"10:33:00","D5","TX",17.2
2020-04-15,"05:00:00","D5","TN",10.4
2020-04-15,NA,"D5","HRM",83
2020-04-15,"23:30:00","D5","HRX",98
2020-04-15,"01:01:00","D5","HRN",48
2020-04-15,NA,"D5","PM",969.9
2020-04-15,"23:59:00","D5","PX",972.4
2020-04-15,"03:52:00","D5","PN",967.2
2020-04-15,NA,"D5","PPT",2.4
2020-04-15,NA,"D5","RS24h",19.8
2020-04-15,NA,"D5","VVM10",4.3
2020-04-15,NA,"D5","DVM10",74
2020-04-15,"21:40:00","D5","VVX10",11.9
2020-04-15,"21:40:00","D5","DVVX10",81
2020-04-15,NA,"X2","TM",15.3
2020-04-15,"12:57:00","X2","TX",18.4
2020-04-15,"03:16:00","X2","TN",12.1
2020-04-15,NA,"X2","HRM",86
2020-04-15,"22:00:00","X2","HRX",98
2020-04-15,"10:38:00","X2","HRN",69
2020-04-15,NA,"X4","TM",15.4
2020-04-15,"14:25:00","X4","TX",18.1
2020-04-15,"02:24:00","X4","TN",12.8
2020-04-15,NA,"X4","HRM",81
2020-04-15,"22:00:00","X4","HRX",92
2020-04-15,"10:30:00","X4","HRN",62
2020-04-15,NA,"X4","PM",1014.1
2020-04-15,"23:45:00","X4","PX",1016.6
2020-04-15,"01:11:00","X4","PN",1011.3
2020-04-15,NA,"X4","PPT",0.4
2020-04-15,NA,"X4","RS24h",21.3
2020-04-15,NA,"X4","VVM10",2.8
2020-04-15,NA,"X4","DVM10",78
2020-04-15,"11:11:00","X4","VVX10",9.1
2020-04-15,"11:11:00","X4","DVVX10",81
2020-04-15,NA,"X8","TM",15
2020-04-15,"13:44:00","X8","TX",18.2
2020-04-15,"03:30:00","X8","TN",11.1
2020-04-15,NA,"X8","HRM",85
2020-04-15,"03:30:00","X8","HRX",99
2020-04-15,"10:32:00","X8","HRN",59
2020-04-15,NA,"X8","PM",1008.6
2020-04-15,"23:59:00","X8","PX",1011.2
2020-04-15,"03:48:00","X8","PN",1005.9
2020-04-15,NA,"X8","PPT",0.1
2020-04-15,NA,"X8","RS24h",21.1
2020-04-15,NA,"X8","VVM10",3.1
2020-04-15,NA,"X8","DVM10",77
2020-04-15,"11:56:00","X8","VVX10",9.3
2020-04-15,"11:56:00","X8","DVVX10",96
2020-04-16,NA,"D5","TM",14.1
2020-04-16,"13:34:00","D5","TX",18.5
2020-04-16,"05:45:00","D5","TN",11.2
2020-04-16,NA,"D5","HRM",85
2020-04-16,"00:30:00","D5","HRX",98
2020-04-16,"13:46:00","D5","HRN",62
2020-04-16,NA,"D5","PM",970.8
2020-04-16,"00:03:00","D5","PX",972.5
2020-04-16,"18:41:00","D5","PN",969.1
2020-04-16,NA,"D5","PPT",0
2020-04-16,NA,"D5","RS24h",21.9
2020-04-16,NA,"D5","VVM10",2.8
2020-04-16,NA,"D5","DVM10",77
2020-04-16,"09:37:00","D5","VVX10",6.8
2020-04-16,"09:37:00","D5","DVVX10",71
2020-04-16,NA,"X2","TM",16.2
2020-04-16,"13:01:00","X2","TX",18.6
2020-04-16,"06:11:00","X2","TN",14.9
2020-04-16,NA,"X2","HRM",82
2020-04-16,"18:41:00","X2","HRX",93
2020-04-16,"11:15:00","X2","HRN",71
2020-04-16,NA,"X4","TM",16.2
2020-04-16,"12:41:00","X4","TX",19
2020-04-16,"06:00:00","X4","TN",15.2
2020-04-16,NA,"X4","HRM",75
2020-04-16,"21:21:00","X4","HRX",90
2020-04-16,"12:43:00","X4","HRN",57
2020-04-16,NA,"X4","PM",1014.9
2020-04-16,"00:13:00","X4","PX",1016.7
2020-04-16,"18:39:00","X4","PN",1013.1
2020-04-16,NA,"X4","PPT",0
2020-04-16,NA,"X4","RS24h",21.3
2020-04-16,NA,"X4","VVM10",2.4
2020-04-16,NA,"X4","DVM10",82
2020-04-16,"09:27:00","X4","VVX10",6.8
2020-04-16,"09:27:00","X4","DVVX10",79
2020-04-16,NA,"X8","TM",16.2
2020-04-16,"12:45:00","X8","TX",19.2
2020-04-16,"05:44:00","X8","TN",14.2
2020-04-16,NA,"X8","HRM",78
2020-04-16,"23:48:00","X8","HRX",97
2020-04-16,"13:54:00","X8","HRN",62
2020-04-16,NA,"X8","PM",1009.4
2020-04-16,"00:12:00","X8","PX",1011.2
2020-04-16,"18:36:00","X8","PN",1007.7
2020-04-16,NA,"X8","PPT",0
2020-04-16,NA,"X8","RS24h",21.9
2020-04-16,NA,"X8","VVM10",2.4
2020-04-16,NA,"X8","DVM10",85
2020-04-16,"13:34:00","X8","VVX10",6.5
2020-04-16,"13:34:00","X8","DVVX10",97
2020-04-17,NA,"D5","TM",14
2020-04-17,"14:34:00","D5","TX",18.3
2020-04-17,"05:22:00","D5","TN",11.9
2020-04-17,NA,"D5","HRM",87
2020-04-17,"21:04:00","D5","HRX",96
2020-04-17,"18:30:00","D5","HRN",67
2020-04-17,NA,"D5","PM",969.2
2020-04-17,"00:05:00","D5","PX",971.1
2020-04-17,"18:16:00","D5","PN",967.4
2020-04-17,NA,"D5","PPT",0
2020-04-17,NA,"D5","RS24h",16.2
2020-04-17,NA,"D5","VVM10",2.6
2020-04-17,NA,"D5","DVM10",229
2020-04-17,"16:36:00","D5","VVX10",7
2020-04-17,"16:36:00","D5","DVVX10",218
2020-04-17,NA,"X2","TM",16.3
2020-04-17,"10:09:00","X2","TX",18.8
2020-04-17,"05:03:00","X2","TN",13.7
2020-04-17,NA,"X2","HRM",85
2020-04-17,"06:11:00","X2","HRX",97
2020-04-17,"12:02:00","X2","HRN",70
2020-04-17,NA,"X4","TM",16.8
2020-04-17,"10:05:00","X4","TX",19.9
2020-04-17,"05:30:00","X4","TN",14.7
2020-04-17,NA,"X4","HRM",77
2020-04-17,"02:00:00","X4","HRX",89
2020-04-17,"08:40:00","X4","HRN",61
2020-04-17,NA,"X4","PM",1013.1
2020-04-17,"00:00:00","X4","PX",1015.1
2020-04-17,"18:13:00","X4","PN",1011.1
2020-04-17,NA,"X4","PPT",0
2020-04-17,NA,"X4","RS24h",15.7
2020-04-17,NA,"X4","VVM10",1.5
2020-04-17,NA,"X4","DVM10",200
2020-04-17,"11:31:00","X4","VVX10",6.3
2020-04-17,"11:31:00","X4","DVVX10",235
2020-04-17,NA,"X8","TM",16.1
2020-04-17,"09:40:00","X8","TX",19.3
2020-04-17,"05:03:00","X8","TN",12.8
2020-04-17,NA,"X8","HRM",84
2020-04-17,"04:40:00","X8","HRX",97
2020-04-17,"14:17:00","X8","HRN",65
2020-04-17,NA,"X8","PM",1007.8
2020-04-17,"00:00:00","X8","PX",1009.8
2020-04-17,"18:14:00","X8","PN",1005.7
2020-04-17,NA,"X8","PPT",0
2020-04-17,NA,"X8","RS24h",15.4
2020-04-17,NA,"X8","VVM10",1.4
2020-04-17,NA,"X8","DVM10",229
2020-04-17,"11:06:00","X8","VVX10",6.9
2020-04-17,"11:06:00","X8","DVVX10",235
2020-04-18,NA,"D5","TM",14.8
2020-04-18,"12:46:00","D5","TX",18
2020-04-18,"06:10:00","D5","TN",12.7
2020-04-18,NA,"D5","HRM",85
2020-04-18,"23:30:00","D5","HRX",98
2020-04-18,"05:02:00","D5","HRN",57
2020-04-18,NA,"D5","PM",967.8
2020-04-18,"10:48:00","D5","PX",969.9
2020-04-18,"18:42:00","D5","PN",964.5
2020-04-18,NA,"D5","PPT",7.1
2020-04-18,NA,"D5","RS24h",11.9
2020-04-18,NA,"D5","VVM10",5.2
2020-04-18,NA,"D5","DVM10",68
2020-04-18,"18:42:00","D5","VVX10",14.7
2020-04-18,"18:42:00","D5","DVVX10",51
2020-04-18,NA,"X2","TM",16.6
2020-04-18,"12:55:00","X2","TX",19.4
2020-04-18,"03:52:00","X2","TN",15
2020-04-18,NA,"X2","HRM",88
2020-04-18,"23:30:00","X2","HRX",100
2020-04-18,"04:27:00","X2","HRN",64
2020-04-18,NA,"X4","TM",16.6
2020-04-18,"13:14:00","X4","TX",19.1
2020-04-18,"22:26:00","X4","TN",15.4
2020-04-18,NA,"X4","HRM",83
2020-04-18,"22:30:00","X4","HRX",97
2020-04-18,"04:24:00","X4","HRN",57
2020-04-18,NA,"X4","PM",1011.6
2020-04-18,"10:43:00","X4","PX",1013.9
2020-04-18,"18:46:00","X4","PN",1008.7
2020-04-18,NA,"X4","PPT",7.6
2020-04-18,NA,"X4","RS24h",16.7
2020-04-18,NA,"X4","VVM10",2.5
2020-04-18,NA,"X4","DVM10",89
2020-04-18,"18:43:00","X4","VVX10",9.5
2020-04-18,"18:43:00","X4","DVVX10",57
2020-04-18,NA,"X8","TM",16.3
2020-04-18,"12:04:00","X8","TX",19.6
2020-04-18,"06:12:00","X8","TN",14.5
2020-04-18,NA,"X8","HRM",87
2020-04-18,"23:30:00","X8","HRX",100
2020-04-18,"15:08:00","X8","HRN",71
2020-04-18,NA,"X8","PM",1006.2
2020-04-18,"10:40:00","X8","PX",1008.4
2020-04-18,"21:49:00","X8","PN",1003.2
2020-04-18,NA,"X8","PPT",5.9
2020-04-18,NA,"X8","RS24h",15.5
2020-04-18,NA,"X8","VVM10",2.8
2020-04-18,NA,"X8","DVM10",96
2020-04-18,"18:36:00","X8","VVX10",11.5
2020-04-18,"18:36:00","X8","DVVX10",29
2020-04-19,NA,"D5","TM",13.6
2020-04-19,"17:08:00","D5","TX",14.1
2020-04-19,"12:00:00","D5","TN",13.1
2020-04-19,NA,"D5","HRM",98
2020-04-19,"23:30:00","D5","HRX",99
2020-04-19,"23:32:00","D5","HRN",98
2020-04-19,NA,"D5","PM",961.9
2020-04-19,"00:14:00","D5","PX",966
2020-04-19,"23:55:00","D5","PN",959.3
2020-04-19,NA,"D5","PPT",74.1
2020-04-19,NA,"D5","RS24h",2.4
2020-04-19,NA,"D5","VVM10",5.3
2020-04-19,NA,"D5","DVM10",64
2020-04-19,"11:06:00","D5","VVX10",12.4
2020-04-19,"11:06:00","D5","DVVX10",85
2020-04-19,NA,"X2","TM",15.7
2020-04-19,"19:30:00","X2","TX",16
2020-04-19,"12:37:00","X2","TN",15.2
2020-04-19,NA,"X2","HRM",99
2020-04-19,"23:34:00","X2","HRX",100
2020-04-19,"07:31:00","X2","HRN",94
2020-04-19,NA,"X4","TM",15.7
2020-04-19,"19:33:00","X4","TX",16.1
2020-04-19,"11:13:00","X4","TN",15.1
2020-04-19,NA,"X4","HRM",96
2020-04-19,"17:00:00","X4","HRX",100
2020-04-19,"07:30:00","X4","HRN",90
2020-04-19,NA,"X4","PM",1005.6
2020-04-19,"00:18:00","X4","PX",1009.7
2020-04-19,"23:58:00","X4","PN",1002.9
2020-04-19,NA,"X4","PPT",83.7
2020-04-19,NA,"X4","RS24h",2.3
2020-04-19,NA,"X4","VVM10",2.5
2020-04-19,NA,"X4","DVM10",71
2020-04-19,"10:46:00","X4","VVX10",7.8
2020-04-19,"10:46:00","X4","DVVX10",96
2020-04-19,NA,"X8","TM",15.4
2020-04-19,"15:30:00","X8","TX",15.9
2020-04-19,"12:04:00","X8","TN",14.7
2020-04-19,NA,"X8","HRM",100
2020-04-19,"23:30:00","X8","HRX",100
2020-04-19,"07:37:00","X8","HRN",97
2020-04-19,NA,"X8","PM",1000.1
2020-04-19,"00:06:00","X8","PX",1004.4
2020-04-19,"23:58:00","X8","PN",997.4
2020-04-19,NA,"X8","PPT",73.1
2020-04-19,NA,"X8","RS24h",2.8
2020-04-19,NA,"X8","VVM10",2.8
2020-04-19,NA,"X8","DVM10",64
2020-04-19,"10:57:00","X8","VVX10",8
2020-04-19,"10:57:00","X8","DVVX10",69
2020-04-20,NA,"D5","TM",13.4
2020-04-20,"13:05:00","D5","TX",16.2
2020-04-20,"08:30:00","D5","TN",12.4
2020-04-20,NA,"D5","HRM",97
2020-04-20,"01:36:00","D5","HRX",99
2020-04-20,"13:11:00","D5","HRN",88
2020-04-20,NA,"D5","PM",957.8
2020-04-20,"00:00:00","D5","PX",959.3
2020-04-20,"14:57:00","D5","PN",956.9
2020-04-20,NA,"D5","PPT",42.8
2020-04-20,NA,"D5","RS24h",5.9
2020-04-20,NA,"D5","VVM10",3.1
2020-04-20,NA,"D5","DVM10",22
2020-04-20,"01:43:00","D5","VVX10",11.8
2020-04-20,"01:43:00","D5","DVVX10",30
2020-04-20,NA,"X2","TM",15.6
2020-04-20,"12:23:00","X2","TX",18.3
2020-04-20,"07:56:00","X2","TN",14.7
2020-04-20,NA,"X2","HRM",98
2020-04-20,"23:30:00","X2","HRX",100
2020-04-20,"12:54:00","X2","HRN",84
2020-04-20,NA,"X4","TM",15.8
2020-04-20,"12:32:00","X4","TX",19
2020-04-20,"07:10:00","X4","TN",15.1
2020-04-20,NA,"X4","HRM",93
2020-04-20,"23:31:00","X4","HRX",99
2020-04-20,"12:39:00","X4","HRN",73
2020-04-20,NA,"X4","PM",1001.3
2020-04-20,"00:01:00","X4","PX",1002.9
2020-04-20,"15:38:00","X4","PN",1000.4
2020-04-20,NA,"X4","PPT",25.9
2020-04-20,NA,"X4","RS24h",6.7
2020-04-20,NA,"X4","VVM10",1.2
2020-04-20,NA,"X4","DVM10",351
2020-04-20,"00:55:00","X4","VVX10",5.5
2020-04-20,"00:55:00","X4","DVVX10",24
2020-04-20,NA,"X8","TM",15.4
2020-04-20,"12:30:00","X8","TX",18.6
2020-04-20,"03:35:00","X8","TN",14.6
2020-04-20,NA,"X8","HRM",98
2020-04-20,"23:30:00","X8","HRX",100
2020-04-20,"12:26:00","X8","HRN",86
2020-04-20,NA,"X8","PM",995.9
2020-04-20,"00:00:00","X8","PX",997.4
2020-04-20,"15:02:00","X8","PN",995
2020-04-20,NA,"X8","PPT",37
2020-04-20,NA,"X8","RS24h",6
2020-04-20,NA,"X8","VVM10",1.4
2020-04-20,NA,"X8","DVM10",188
2020-04-20,"01:22:00","X8","VVX10",6.7
2020-04-20,"01:22:00","X8","DVVX10",38
2020-04-21,NA,"D5","TM",12.3
2020-04-21,"01:10:00","D5","TX",13.3
2020-04-21,"23:02:00","D5","TN",11.2
2020-04-21,NA,"D5","HRM",98
2020-04-21,"23:30:00","D5","HRX",99
2020-04-21,"05:46:00","D5","HRN",95
2020-04-21,NA,"D5","PM",956.6
2020-04-21,"23:55:00","D5","PX",959.1
2020-04-21,"17:26:00","D5","PN",954.8
2020-04-21,NA,"D5","PPT",82.9
2020-04-21,NA,"D5","RS24h",2.3
2020-04-21,NA,"D5","VVM10",6.4
2020-04-21,NA,"D5","DVM10",44
