SSCCG_SSCC,MUNG_MUNCO,PROVG_PROV,CCAAG_CCAA,TIMESTAMP,DEVICE_AID,DEVICE_A_1,LATITUDE,LONGITUDE,HORIZONTAL,ALTITUDE,ALTITUDE_A,LOCATION_M,IP,USER_AGENT,OS,OS_VERSION,MANUFACTUR,MODEL,CARRIER,FECHA_DATO,THE_GEOM,ID_SSCC,ID_CP,ID_MUN,ID_PROV,ID_CCAA
"801910042","8019","8","9","1574100843",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028023","2.188706","12.2","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188706, 41.402802 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574100870",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028023","2.188706","15.3","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188706, 41.402802 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574100924",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028023","2.188706","13.9","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188706, 41.402802 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574074522",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028025","2.188729","7.8","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188729, 41.402802 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574074482",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028025","2.188729","16.7","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188729, 41.402802 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574074507",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028025","2.188729","11.7","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188729, 41.402802 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574074531",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028025","2.188729","7.4","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188729, 41.402802 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574075584",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028025","2.1887285","6.3","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188728, 41.402802 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574075555",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028025","2.1887285","12","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188728, 41.402802 ], ""type"": ""Point"" }","31890","6918","880","8","9"
"801910042","8019","8","9","1574088329",17cac655-356c-4ef8-a116-0b1ea111ac99,AAID,"41.4028026","2.188729","11","0",\N,fused,212.15.255.14,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.96 Mobile Safari/537.36",Android,"8",\N,\N,\N,2019/11/18,"{ ""coordinates"": [ 2.188729, 41.402803 ], ""type"": ""Point"" }","31890","6918","880","8","9"
